48.901160520,2.329961660
48.901223620,2.334337470
48.901519340,2.351854450
48.901606680,2.365827210
48.901650470,2.370269880
48.901185280,2.389423660
48.892859160,2.397933800
48.889407730,2.398624820
48.883744000,2.400320160
48.880523430,2.407525960
48.878472440,2.410670750
48.873114390,2.413253170
48.858221390,2.414701000
48.855264060,2.415404820
48.849241830,2.416349010
48.846635770,2.415868430
48.834699900,2.416476600
48.842712330,2.422943040
48.841630500,2.427449570
48.841164480,2.437046720
48.845545410,2.442828850
48.844894030,2.447552630
48.841533590,2.464659640
48.839122070,2.467296490
48.836072740,2.469603360
48.829984190,2.464972980
48.826666470,2.466162690
48.818268270,2.461174160
48.816996660,2.456625480
48.823921390,2.419917480
48.829162620,2.403222790
48.827567590,2.393977890
48.825915740,2.389892470
48.817554760,2.368802320
48.816082750,2.364419180
48.815607330,2.360023110
48.815859750,2.355572940
48.818313820,2.352621790
48.815950840,2.344059390
48.816939570,2.332014940
48.819060440,2.328149420
48.822105300,2.313762010
48.823075050,2.309514840
48.825067140,2.301033610
48.825983520,2.297112700
48.828174600,2.289515150
48.829798710,2.285320830
48.828363050,2.271872920
48.834002080,2.263016600
48.833821260,2.262744580
48.834600750,2.257597240
48.846323630,2.248033440
48.853213620,2.223942800
48.859326810,2.225766890
48.869497880,2.232762490
48.870849170,2.236465460
48.876347830,2.245638220
48.874638260,2.255260380
48.880213710,2.260252420
48.878526230,2.279985180
48.885762950,2.284282200
48.892266630,2.299964440
48.894047230,2.303779540
48.898741350,2.316153620
48.900746070,2.319861990
48.900873420,2.324917960
48.901160520,2.329961660
